Contact ID	Yardi ID	Yardi HOH ID	HOH	Birth Year	Age at MI	First Move In	Move Out	Campaign Type	Start Date	Reason	Sub-Type	MO Reason
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	1/4/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	1/18/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	1/26/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	2/1/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	2/22/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	3/8/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	3/15/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	3/22/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	3/24/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Community Meal	7/18/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Doctor Visit	4/21/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Property Meeting	6/25/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Property Meeting	5/23/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	3/29/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/5/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/19/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	5/17/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	5/24/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	5/31/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	6/7/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	6/14/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	6/30/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	7/5/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	7/12/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	7/26/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	8/2/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	8/9/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	8/16/14			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/5/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/12/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/19/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	4/26/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	6/13/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Class	8/18/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Community Meal	5/20/14			
003U000001V5zud	fam34154;fam37504;fam42685	3	0	2010	-7	6/27/03		Class	2/24/14			
003U000001V5zud	fam34154;fam37504;fam42685	3	0	2010	-7	6/27/03		Class	3/24/14			
003U000001V5zud	fam34154;fam37504;fam42685	3	0	2010	-7	6/27/03		Community Meal	5/20/14			
003U000001V5zud	fam34154;fam37504;fam42685	3	0	2010	-7	6/27/03		Community Meal	7/18/15			
003U000001V5zud	fam34154;fam37504;fam42685	3	0	2010	-7	6/27/03		Property Meeting	5/23/15			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	2/13/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	2/19/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	2/25/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	2/26/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	2/27/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	3/4/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	3/5/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	3/6/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	3/12/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	3/13/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	4/30/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	5/22/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	6/19/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	6/24/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	6/25/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Campfire	7/2/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Class	2/24/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Class	3/24/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Class	9/3/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Community Meal	5/20/14			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Community Meal	7/18/15			
003U000001V5zuY	fam37501;fam42682	3	0	2004	-1	6/27/03		Volunteer	8/18/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/8/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/9/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/14/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/15/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/16/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/22/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/23/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/29/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	1/30/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/4/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/5/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/6/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/11/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/13/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/19/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/25/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/26/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	2/27/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	3/4/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	3/5/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	3/6/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	3/12/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	3/13/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	4/30/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	6/19/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	6/24/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Campfire	6/25/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Class	2/24/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Class	3/24/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Community Meal	5/20/14			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Community Meal	7/18/15			
003U000001V5zuT	fam37503;fam42684	3	0	2008	-5	6/27/03		Property Meeting	5/23/15			
003U0000013FQFP	3	3	1	1977	27	6/27/03		Community Meal	3/30/16			
003U000001V60VZ	fam34150;fam32898;fam37500;fam42681	3	0	1977	26	6/27/03		Community Meal	3/30/16			
003U0000013FQFp	4	4	1	1926	72	10/6/97		Property Meeting	12/28/16	Proactive	Social	
003U0000013FQFp	4	4	1	1926	72	10/6/97		Property Meeting	10/26/16	Proactive	Social	
003U000001nVZUJ	fam37887;fam41414;fam41617;fam41988	4	0	1998	0	10/6/97		Property Meeting	10/26/16	Proactive	Social	
003U000001nVZUJ	fam37887;fam41414;fam41617;fam41988	4	0	1998	0	10/6/97		Community Meal	4/4/17	Reactive	Social	
003U0000013FQFp	4	4	1	1926	72	10/6/97		Property Meeting	6/25/14			
003U0000013FQFp	4	4	1	1926	72	10/6/97		Property Meeting	5/23/15			
003U000001V5zaO	5	5	1	1939	43	7/1/82		Property Meeting	12/28/16	Proactive	Social	
003U000001V5zaO	5	5	1	1939	43	7/1/82		Property Meeting	10/26/16	Proactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Property Meeting	12/28/16	Proactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Class	4/1/17	Reactive	Educational	
003U000001V5z04	8	8	1	1976	32	8/3/07		Community Meal	4/4/17	Reactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Support Group	5/16/17	Proactive	Educational	
003U000001V5z04	8	8	1	1976	32	8/3/07		Community Meal	5/16/17	Proactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Community Meal	6/8/16	Proactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Class	6/15/16	Proactive	Social	
003U000001V5z04	8	8	1	1976	32	8/3/07		Property Meeting	5/23/15			
003U000001V5zCF	11	11	1	1969	36	8/1/04	4/30/15	Community Meal	5/20/14			Desired Amenities
003U000001V5zCF	11	11	1	1969	36	8/1/04	4/30/15	Property Meeting	5/23/15			Desired Amenities
003U000001V60CD	fam25453	11	0	1990	15	8/1/04	4/30/15	Class	3/15/14			Desired Amenities
003U000001V60CD	fam25453	11	0	1990	15	8/1/04	4/30/15	Class	3/29/14			Desired Amenities
003U000001V60CD	fam25453	11	0	1990	15	8/1/04	4/30/15	Property Meeting	5/23/15			Desired Amenities
003U000001V5zWq	12	12	1	1964	34	4/1/99		Community Meal	6/24/16			
003U000001V5zWq	12	12	1	1964	34	4/1/99		Property Meeting	12/28/16	Proactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Property Meeting	12/20/16	Proactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Property Meeting	10/26/16	Proactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Community Meal	2/7/17	Reactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Community Meal	1/11/17	Reactive	Educational	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Community Meal	4/4/17	Reactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Class	6/15/16	Proactive	Social	
003U000001V5zWq	12	12	1	1964	34	4/1/99		Property Meeting	1/8/15			
003U000001V5zWq	12	12	1	1964	34	4/1/99		Community Meal	3/30/16			
003U000001V5ygE	13	13	1	1979	29	4/8/08		Property Meeting	12/28/16	Proactive	Social	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Property Meeting	10/26/16	Proactive	Social	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Community Meal	2/7/17	Reactive	Social	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Community Meal	4/4/17	Reactive	Social	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Support Group	5/16/17	Proactive	Educational	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Community Meal	5/16/17	Proactive	Social	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Support Group	5/2/17	Proactive	Educational	
003U000001V5ygE	13	13	1	1979	29	4/8/08		Property Meeting	5/23/15			
003U000001V5yhS	14	14	1	1988	20	11/30/07	8/31/15	Property Meeting	10/26/16	Proactive	Social	Relocation
003U000001V5yhS	14	14	1	1988	20	11/30/07	8/31/15	Property Meeting	5/23/15			Relocation
003U0000013FRTb	16	16	1	1970	33	12/20/02		Property Meeting	12/28/16	Proactive	Social	
003U0000013FRTb	16	16	1	1970	33	12/20/02		Property Meeting	10/26/16	Proactive	Social	
003U0000013FRTb	16	16	1	1970	33	12/20/02		Property Meeting	5/23/15			
003U0000013FRTb	16	16	1	1970	33	12/20/02		Class	4/29/17	Reactive	Educational	
003U0000013FRTb	16	16	1	1970	33	12/20/02		Community Meal	5/16/17	Proactive	Social	
003U0000013FRTb	16	16	1	1970	33	12/20/02		Class	3/24/14			
003U0000013FRTb	16	16	1	1970	33	12/20/02		Class	4/19/15			
003U000001V5yj3	19	19	1	1969	42	10/4/10		Property Meeting	12/28/16	Proactive	Social	
003U000001V60aK	fam22185;fam33666;rm21690	19	0	1972	38	10/4/10		Property Meeting	10/26/16	Proactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Property Meeting	10/26/16	Proactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Support Group	2/28/17	Reactive	Educational	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Community Meal	4/4/17	Reactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Support Group	5/16/17	Proactive	Educational	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Community Meal	5/16/17	Proactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Support Group	5/2/17	Proactive	Educational	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Support Group	3/10/17	Reactive	Educational	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Community Meal	8/19/16	Proactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Community Meal	6/8/16	Proactive	Social	
003U000001V5yj3	19	19	1	1969	42	10/4/10		Class	6/15/16	Proactive	Social	
003U000001V60aK	fam22185;fam33666;rm21690	19	0	1972	38	10/4/10		Property Meeting	6/25/14			
003U000001V60aK	fam22185;fam33666;rm21690	19	0	1972	38	10/4/10		Property Meeting	5/23/15			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	6/24/16			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V60Dz	fam2813	22	0	1992	11	4/15/03		Property Meeting	12/28/16	Proactive	Social	
003U0000013FQET	22	22	1	1951	52	4/15/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Property Meeting	10/26/16	Proactive	Social	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Support Group	2/28/17	Reactive	Educational	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	2/7/17	Reactive	Social	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	1/11/17	Reactive	Educational	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Class	4/1/17	Reactive	Educational	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Class	4/29/17	Reactive	Educational	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	4/4/17	Reactive	Social	
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Community Meal	4/4/17	Reactive	Social	
003U000001V60Dz	fam2813	22	0	1992	11	4/15/03		Community Meal	4/4/17	Reactive	Social	
003U0000013FQET	22	22	1	1951	52	4/15/03		Community Meal	4/4/17	Reactive	Social	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Support Group	5/16/17	Proactive	Educational	
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Support Group	5/16/17	Proactive	Educational	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	5/16/17	Proactive	Social	
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Community Meal	5/16/17	Proactive	Social	
003U0000013FQET	22	22	1	1951	52	4/15/03		Community Meal	6/8/16	Proactive	Social	
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Class	6/15/16	Proactive	Social	
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Class	6/15/16	Proactive	Social	
003U0000013FQET	22	22	1	1951	52	4/15/03		Class	12/3/14			
003U0000013FQET	22	22	1	1951	52	4/15/03		Community Meal	7/18/15			
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Community Meal	7/18/15			
003U000001V60AC	fam31255	22	0	1990	13	4/15/03		Property Meeting	5/23/15			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	5/20/14			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Community Meal	7/18/15			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Property Meeting	6/25/14			
003U000001V60A7	fam34880;fam32370;fam41951	22	0	1992	11	4/15/03		Property Meeting	5/23/15			
003U0000013FQET	22	22	1	1951	52	4/15/03		Community Meal	3/30/16			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Support Group	5/16/17	Proactive	Educational	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	6/24/16			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V60Ch	fam32159	24	0	1996	7	5/29/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V60K2	fam10712	24	0	1987	16	5/29/03		Property Meeting	12/28/16	Proactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Property Meeting	10/26/16	Proactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	9/5/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Support Group	2/28/17	Reactive	Educational	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	2/7/17	Reactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	1/11/17	Reactive	Educational	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	4/4/17	Reactive	Social	
003U000001V60Ch	fam32159	24	0	1996	7	5/29/03		Community Meal	4/4/17	Reactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	5/16/17	Proactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Support Group	5/2/17	Proactive	Educational	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Support Group	3/10/17	Reactive	Educational	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	6/8/16	Proactive	Social	
003U000001V60KM	fam10733;fam8595	24	0	1991	12	5/29/03		Community Meal	6/8/16	Proactive	Social	
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	6/15/16	Proactive	Social	
003U000001V60Ch	fam32159	24	0	1996	7	5/29/03		Class	6/15/16	Proactive	Social	
003U000001V60KC	fam34466;fam32231;fam39093;fam39341;fam41984;fam43583	24	0	1989	14	5/29/03		Property Meeting	6/25/14			
003U000001V60KC	fam34466;fam32231;fam39093;fam39341;fam41984;fam43583	24	0	1989	14	5/29/03		Property Meeting	5/23/15			
003U000001V60KC	fam34466;fam32231;fam39093;fam39341;fam41984;fam43583	24	0	1989	14	5/29/03		Property Meeting	7/18/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	8/23/14			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	11/12/14			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	11/19/14			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	4/5/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	4/12/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	6/6/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Class	6/24/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Community Meal	7/18/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Property Meeting	5/23/15			
003U000001V5yfu	24	24	1	1960	43	5/29/03		Volunteer	8/18/14			
