Contact ID,Yardi ID,Yardi HOH ID,HOH,Birth Year,Age at MI,First Move In,event_after_MI,3years_after_MI,event_before_3years,event_in_3years,MI_year_again,Start Date,Move Out,Campaign Type,Reason,Sub-Type,MO Reason
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-11-22T00:00:00Z,2015-06-15T00:00:00Z,Community Meal,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-02-10T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-05-12T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-09-29T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-10-27T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-11-24T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-06-09T00:00:00Z,2015-06-15T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-01-28T00:00:00Z,2015-06-15T00:00:00Z,Property Meeting,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-09-18T00:00:00Z,2015-06-15T00:00:00Z,Property Meeting,,Social,Funding Non-Compliance
003U0000013FS7B,9343,9343,1,1949,62,2011-12-14T00:00:00Z,true,2014-12-14T00:00:00Z,true,true,2011,2014-11-24T00:00:00Z,2015-06-15T00:00:00Z,Property Meeting,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-11-22T00:00:00Z,2017-01-31T00:00:00Z,Community Meal,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-01-13T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-02-10T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-06-09T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-10-27T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5zR2,9454,9454,1,1964,47,2012-01-06T00:00:00Z,true,2015-01-06T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2017-01-31T00:00:00Z,Food Shelf,,Social,Funding Non-Compliance
003U000001V5z9u,9480,9480,1,1985,27,2012-01-03T00:00:00Z,true,2015-01-03T00:00:00Z,true,true,2012,2014-02-22T00:00:00Z,,Class,,Educational,
003U000001V60eW,fam23285,9589,0,2006,5,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-03-25T00:00:00Z,2014-04-04T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V5yzz,9589,9589,1,1983,28,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-03-25T00:00:00Z,2014-04-04T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V605C,fam23286,9589,0,2012,0,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-03-25T00:00:00Z,2014-04-04T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U0000013FSBs,9607,9607,1,1959,53,2012-02-10T00:00:00Z,true,2015-02-10T00:00:00Z,true,true,2012,2014-10-18T00:00:00Z,,Class,,Educational,
003U0000013FSBs,9607,9607,1,1959,53,2012-02-10T00:00:00Z,true,2015-02-10T00:00:00Z,true,true,2012,2014-08-28T00:00:00Z,,Community Meal,,Social,
003U0000013FSBs,9607,9607,1,1959,53,2012-02-10T00:00:00Z,true,2015-02-10T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,,Food Shelf,,Social,
003U0000013FSBs,9607,9607,1,1959,53,2012-02-10T00:00:00Z,true,2015-02-10T00:00:00Z,true,true,2012,2015-01-26T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-04-19T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-05-22T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-08-28T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-10-30T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-11-22T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-12-20T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2015-01-17T00:00:00Z,,Community Meal,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-01-13T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-06-09T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-10-27T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2015-01-26T00:00:00Z,,Food Shelf,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2015-01-13T00:00:00Z,,Movie Night,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-01-28T00:00:00Z,,Property Meeting,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-09-18T00:00:00Z,,Property Meeting,,Social,
003U0000013FSkg,9610,9610,1,1952,60,2012-02-01T00:00:00Z,true,2015-02-01T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,,Property Meeting,,Social,
003U000001V5zh1,9655,9655,1,1963,48,2012-02-08T00:00:00Z,true,2015-02-08T00:00:00Z,true,true,2012,2014-02-13T00:00:00Z,2014-08-31T00:00:00Z,Property Meeting,,Social,Lease Violation(s)
003U000001V5zh1,9655,9655,1,1963,48,2012-02-08T00:00:00Z,true,2015-02-08T00:00:00Z,true,true,2012,2014-02-13T00:00:00Z,2014-08-31T00:00:00Z,Property Meeting,,Social,Lease Violation(s)
003U000001V5ywg,9735,9735,1,1958,54,2012-03-19T00:00:00Z,true,2015-03-19T00:00:00Z,true,true,2012,2014-02-26T00:00:00Z,2014-11-17T00:00:00Z,Movie Night,,Social,Lease Violation(s)
003U000001V5ywg,9735,9735,1,1958,54,2012-03-19T00:00:00Z,true,2015-03-19T00:00:00Z,true,true,2012,2014-10-30T00:00:00Z,2014-11-17T00:00:00Z,Bingo/Game Night,,Social,Lease Violation(s)
003U000001V5ywg,9735,9735,1,1958,54,2012-03-19T00:00:00Z,true,2015-03-19T00:00:00Z,true,true,2012,2014-05-28T00:00:00Z,2014-11-17T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V5ywg,9735,9735,1,1958,54,2012-03-19T00:00:00Z,true,2015-03-19T00:00:00Z,true,true,2012,2014-09-18T00:00:00Z,2014-11-17T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V5z75,9769,9769,1,1949,63,2012-03-05T00:00:00Z,true,2015-03-05T00:00:00Z,true,true,2012,2014-04-19T00:00:00Z,2014-09-15T00:00:00Z,Community Meal,,Social,Non-Payment of Rent
003U000001V5z75,9769,9769,1,1949,63,2012-03-05T00:00:00Z,true,2015-03-05T00:00:00Z,true,true,2012,2014-05-22T00:00:00Z,2014-09-15T00:00:00Z,Community Meal,,Social,Non-Payment of Rent
003U000001V5z75,9769,9769,1,1949,63,2012-03-05T00:00:00Z,true,2015-03-05T00:00:00Z,true,true,2012,2014-02-14T00:00:00Z,2014-09-15T00:00:00Z,Doctor Visit,,Educational,Non-Payment of Rent
003U000001V5z75,9769,9769,1,1949,63,2012-03-05T00:00:00Z,true,2015-03-05T00:00:00Z,true,true,2012,2014-01-13T00:00:00Z,2014-09-15T00:00:00Z,Food Shelf,,Social,Non-Payment of Rent
